msg,time,user,A_type,B_type,m-type,receiver,A_inst,B_inst,userID,DU ID,Grounding Act,Opened CGUs,Grounded CGUs,Degree,m_type
"Im looking, for you stay there",0:02:28,A,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019420.jpg,/u/utility_room/ADE_train_00019419.jpg,848.0,"[101, 102, 103, 104]","['Use', 'Use', 'Use', 'Initiate']",[104],[106],"['medium', 'medium', 'medium']",
Okay. ,0:02:39,B,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019420.jpg,/u/utility_room/ADE_train_00019419.jpg,847.0,[104],['Explicit-Ack'],[105],[107],['medium'],
"The walls are all white. Some sort of power outlet strip on the wall too, above the counter. ",0:03:06,B,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019420.jpg,/u/utility_room/ADE_train_00019419.jpg,847.0,[105],['Initiate'],[106],[108],[],
Is there a black garbage can ,0:03:17,A,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019420.jpg,/u/utility_room/ADE_train_00019419.jpg,848.0,"[105, 106]","['Move', 'Initiate']",[107],[110],['low'],
Nope. ,0:03:22,B,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019420.jpg,/u/utility_room/ADE_train_00019419.jpg,847.0,"[106, 107]","['Use', 'Initiate']",[108],[114],['medium'],
ok wrong spot more searching ,0:03:32,A,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019420.jpg,/u/utility_room/ADE_train_00019419.jpg,848.0,"[107, 108]","['Use', 'Initiate']",[110],,['medium'],
Okay. ,0:03:37,B,/g/game_room,/u/utility_room,text,All,/g/game_room/ADE_train_00008408.jpg,/u/utility_room/ADE_train_00019419.jpg,847.0,[108],['Explicit-Ack'],[111],,['medium'],
is there a basket on counter?,0:04:31,A,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019411.jpg,/u/utility_room/ADE_train_00019419.jpg,848.0,[110],['Initiate'],[114],,[],
Nope. ,0:04:35,B,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019411.jpg,/u/utility_room/ADE_train_00019419.jpg,847.0,"[110, 111]","['Use', 'Initiate']",,,['medium'],
washer dryer under counter,0:05:56,A,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019419.jpg,/u/utility_room/ADE_train_00019419.jpg,848.0,[114],['Initiate'],,,[],
sink ,0:05:59,A,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019419.jpg,/u/utility_room/ADE_train_00019419.jpg,848.0,[114],['Repair'],,,[],
Yes. ,0:06:00,B,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019419.jpg,/u/utility_room/ADE_train_00019419.jpg,847.0,[114],['Use'],,,['medium'],
moving to west now.,0:06:00,B,/u/utility_room,/u/utility_room,text,All,/u/utility_room/ADE_train_00019419.jpg,/u/utility_room/ADE_train_00019419.jpg,847.0,[114],['Use'],,,['medium'],
n,0:06:00,A,/k/kitchen,/a/apartment_building/outdoor,text,All,/k/kitchen/ADE_train_00010378.jpg,/a/apartment_building/outdoor/ADE_train_00001445.jpg,664.0,,,,,,
I think I might be there? It has an oval wooden table.,0:06:49,B,/b/balcony/interior,/b/balcony/interior,text,All,/b/balcony/interior/ADE_train_00002234.jpg,/b/balcony/interior/ADE_train_00002233.jpg,665.0,[201],['Initiate'],[201],[201],[],
"I'm still looking, will try to find you ",0:07:04,A,/b/balcony/interior,/b/balcony/interior,text,All,/b/balcony/interior/ADE_train_00002234.jpg,/b/balcony/interior/ADE_train_00002233.jpg,664.0,"[201, 202]","['Move', 'Initiate']",[202],"[202, 203]",['low'],
Do you know if you're closer to north or south?,0:07:12,A,/b/balcony/interior,/b/balcony/interior,text,All,/b/balcony/interior/ADE_train_00002234.jpg,/b/balcony/interior/ADE_train_00002233.jpg,664.0,[203],['Initiate'],[203],[204],[],
I went north twice from where I started,0:07:28,B,/b/balcony/interior,/b/balcony/interior,text,All,/b/balcony/interior/ADE_train_00002238.jpg,/b/balcony/interior/ADE_train_00002233.jpg,665.0,"[202, 203, 204]","['Move', 'Use', 'Initiate']",[204],[205],"['low', 'medium']",
Okay thanks,0:07:48,A,/b/balcony/interior,/b/balcony/interior,text,All,/b/balcony/interior/ADE_train_00002233.jpg,/b/balcony/interior/ADE_train_00002233.jpg,664.0,[204],['Explicit-Ack'],[205],,['medium'],
Do you have the ocean in the background?,0:07:56,A,/b/balcony/interior,/b/balcony/interior,text,All,/b/balcony/interior/ADE_train_00002233.jpg,/b/balcony/interior/ADE_train_00002233.jpg,664.0,[205],['Initiate'],[206],,[],
yes,0:08:01,B,/b/balcony/interior,/b/balcony/interior,text,All,/b/balcony/interior/ADE_train_00002233.jpg,/b/balcony/interior/ADE_train_00002233.jpg,665.0,[205],['Use'],,,['medium'],
"Tree on the left, what looks like a flowering creeper on the fence to the right?",0:08:26,A,/b/balcony/interior,/b/balcony/interior,text,All,/b/balcony/interior/ADE_train_00002233.jpg,/b/balcony/interior/ADE_train_00002233.jpg,664.0,[206],['Initiate'],,,[],
moving to east now.,0:08:26,A,/b/balcony/interior,/b/balcony/interior,text,All,/b/balcony/interior/ADE_train_00002233.jpg,/b/balcony/interior/ADE_train_00002233.jpg,664.0,[206],['Initiate'],,,[],
 I'm looking. ,0:08:26,A,/l/living_room,/l/locker_room,text,All,/l/living_room/ADE_train_00000715.jpg,/l/locker_room/ADE_train_00011596.jpg,458.0,[301],['Initiate'],[301],[301],[],
I am in a big locker room,0:09:20,B,/b/bedroom,/l/locker_room,text,All,/b/bedroom/ADE_train_00004003.jpg,/l/locker_room/ADE_train_00011593.jpg,459.0,"[301, 302]","['Move', 'Initiate']",[302],[302],['low'],
with many jerseys and a red floor,0:09:27,B,/b/bedroom,/l/locker_room,text,All,/b/bedroom/ADE_train_00004003.jpg,/l/locker_room/ADE_train_00011593.jpg,459.0,[302],['Continue'],[303],"[303, 304]",[],
"Okay, stay there. I'll keep looking. ",0:09:30,A,/b/bedroom,/l/locker_room,text,All,/b/bedroom/ADE_train_00004003.jpg,/l/locker_room/ADE_train_00011593.jpg,458.0,"[302, 303]","['Use', 'Initiate']",[304],[304],['medium'],
Jersey's hanging up and a round logo on the floor?,0:10:14,A,/l/locker_room,/l/locker_room,text,All,/l/locker_room/ADE_train_00011593.jpg,/l/locker_room/ADE_train_00011593.jpg,458.0,[304],['Initiate'],[305],,[],
yes,0:10:19,B,/l/locker_room,/l/locker_room,text,All,/l/locker_room/ADE_train_00011593.jpg,/l/locker_room/ADE_train_00011593.jpg,459.0,"[303, 304]","['Move', 'Use']",,,"['low', 'medium']",
"Okay, think I found it. ",0:10:24,A,/l/locker_room,/l/locker_room,text,All,/l/locker_room/ADE_train_00011593.jpg,/l/locker_room/ADE_train_00011593.jpg,458.0,"[304, 305]","['Explicit-Ack', 'Initiate']",,,['medium'],
What was the colour of the walls of the pink moon room?,0:10:28,B,,,Question,,,,,,,,,,
It was yellow,0:10:32,A,,,Answer,,,,,,,,,,
yellow,,,,,,,,,,,,,,,answer_line
