msg,time,user,A_type,B_type,m-type,receiver,A_inst,B_inst,userID,DU ID,Grounding Act,Opened CGUs,Grounded CGUs,Degree,m_type
utility,0:01:28,B,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,[6],['Repeat-Back'],[],[],[],
yea,0:01:29,B,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,,,,,,
ok,0:01:33,B,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,,,,,,
small green wastebasket,0:01:35,A,/u/utility_room,/k/kennel/outdoor,text,All,/u/utility_room/ADE_train_00019420.jpg,/k/kennel/outdoor/ADE_train_00010100.jpg,208.0,"[6, 7]","['Move', 'Initiate']",[7],[6],['low'],
washing machine and dryer. small sink and door to outside,0:01:50,A,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,208.0,[8],['Initiate'],[8],[],[],
nothing is working,0:01:53,B,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,"[7, 9]","['Use', 'Initiate']",[9],[7],['medium'],
no,0:01:55,B,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,"[8, 10]","['Use', 'Initiate']",[10],[8],['medium'],
maybe we were in different bathrooms,0:02:08,A,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,208.0,"[9, 10, 11]","['Use', 'Use', 'Initiate']",[11],"[9, 10]","['medium', 'medium']",
In the bathroom again,0:02:11,B,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,[12],['Initiate'],[12],[],[],
white toilet and gold rug,0:02:23,B,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,"[11, 13]","['Move', 'Initiate']",[13],[11],['low'],
maybe,0:02:29,B,/b/bathroom,/b/bathroom,text,All,/b/bathroom/ADE_train_00000126.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,"[12, 13]","['Move', 'Use']",[],"[12, 13]","['low', 'medium']",
yeah,0:02:29,A,/b/bathroom,/b/bathroom,text,All,/b/bathroom/ADE_train_00000126.jpg,/b/bathroom/ADE_train_00000126.jpg,208.0,"[12, 13]","['Move', 'Use']",[],"[12, 13]","['low', 'medium']",
yellow tub,0:02:32,A,/b/bathroom,/b/bathroom,text,All,/b/bathroom/ADE_train_00000126.jpg,/b/bathroom/ADE_train_00000126.jpg,208.0,[14],['Initiate'],[14],[],[],
yea,0:02:38,B,/k/kennel/outdoor,/b/bathroom,text,All,/k/kennel/outdoor/ADE_train_00010100.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,[14],['Use'],[],[14],['medium'],
white shower curtain,0:02:43,B,/b/bathroom,/b/bathroom,text,All,/b/bathroom/ADE_train_00000126.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,[15],['Initiate'],[15],[],[],
"if i go west from there, i'm in utility room",0:03:00,A,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,208.0,"[15, 16]","['Use', 'Initiate']",[16],[15],['medium'],
don't know about this one. No utility room,0:03:02,B,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,"[16, 18]","['Use', 'Initiate']",[18],[16],['medium'],
I'm moving to the next room now.,0:03:02,B,/u/utility_room,/b/bathroom,text,All,/u/utility_room/ADE_train_00019420.jpg,/b/bathroom/ADE_train_00000126.jpg,207.0,"[16, 18]","['Use', 'Initiate']",[18],[16],['medium'],
 I am outside,0:03:02,A,/d/diner/outdoor,/d/doorway/indoor,text,All,/d/diner/outdoor/ADE_train_00006728.jpg,/d/doorway/indoor/ADE_train_00007328.jpg,1035.0,[101],['Initiate'],[101],[101],[],
ok,0:03:07,B,/w/waiting_room,/d/doorway/indoor,text,All,/w/waiting_room/ADE_train_00019652.jpg,/d/doorway/indoor/ADE_train_00007328.jpg,1036.0,[101],['Explicit-Ack'],[102],[102],['medium'],
I think I made it to the waiting room. There is a red couch,0:03:20,A,/w/waiting_room,/s/street,text,All,/w/waiting_room/ADE_train_00019652.jpg,/s/street/ADE_train_00017748.jpg,1035.0,[102],['Initiate'],[103],[103],[],
ok,0:03:25,B,/w/waiting_room,/s/street,text,All,/w/waiting_room/ADE_train_00019652.jpg,/s/street/ADE_train_00017748.jpg,1036.0,[102],['Explicit-Ack'],[102],[104],['medium'],
let me know when you make it here,0:03:31,A,/w/waiting_room,/d/doorway/indoor,text,All,/w/waiting_room/ADE_train_00019652.jpg,/d/doorway/indoor/ADE_train_00007328.jpg,1035.0,[103],['Initiate'],[104],[102],[],
just one red couch?,0:03:41,B,/w/waiting_room,/w/waiting_room,text,All,/w/waiting_room/ADE_train_00019652.jpg,/w/waiting_room/ADE_train_00019652.jpg,1036.0,"[103, 102]","['Move', ‘Req-Repair']",[105],[106],['low'],
is there chairs?,0:03:52,B,/w/waiting_room,/w/waiting_room,text,All,/w/waiting_room/ADE_train_00019652.jpg,/w/waiting_room/ADE_train_00019652.jpg,1036.0,[104],['Initiate'],[106],,[],
no there are some chairs in there too,0:03:53,A,/w/waiting_room,/w/waiting_room,text,All,/w/waiting_room/ADE_train_00019652.jpg,/w/waiting_room/ADE_train_00019652.jpg,1035.0,[102],['Repair'],[108],,[],
yeah,0:03:56,A,/w/waiting_room,/w/waiting_room,text,All,/w/waiting_room/ADE_train_00019652.jpg,/w/waiting_room/ADE_train_00019652.jpg,1035.0,[104],['Use'],,,['medium'],
painting on the wall?,0:04:01,A,/w/waiting_room,/w/waiting_room,text,All,/w/waiting_room/ADE_train_00019652.jpg,/w/waiting_room/ADE_train_00019652.jpg,1035.0,[105],['Initiate'],,,[],
a long one above the couch,0:04:03,B,/w/waiting_room,/w/waiting_room,text,All,/w/waiting_room/ADE_train_00019652.jpg,/w/waiting_room/ADE_train_00019652.jpg,1036.0,"[102, 106]","['Move', 'Initiate']",,,['low'],
nope mine is a really small one on the side of the window,0:04:05,A,/w/waiting_room,/w/waiting_room,text,All,/w/waiting_room/ADE_train_00019652.jpg,/w/waiting_room/ADE_train_00019652.jpg,1035.0,[106],['Use'],,,['medium'],
plant on a table,0:04:07,B,/w/waiting_room,/w/waiting_room,text,All,/w/waiting_room/ADE_train_00019652.jpg,/w/waiting_room/ADE_train_00019652.jpg,1036.0,[108],['Initiate'],,,[],
"Just a sec, I'm moving to the south now.",0:04:07,B,/w/waiting_room,/w/waiting_room,text,All,/w/waiting_room/ADE_train_00019652.jpg,/w/waiting_room/ADE_train_00019652.jpg,1036.0,[108],['Initiate'],,,[],
in an office,0:04:07,B,/s/street,/h/home_office,text,All,/s/street/ADE_train_00018860.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[201],['Initiate'],[201],"[201, 202, 203]",[],
has fansy wooden desk,0:04:15,B,/h/home_office,/h/home_office,text,All,/h/home_office/ADE_train_00009366.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[202],['Initiate'],[202],[204],[],
bookcase behind it,0:04:22,B,/h/home_office,/h/home_office,text,All,/h/home_office/ADE_train_00009366.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[203],['Initiate'],[203],"[205, 206, 207, 208, 209, 210, 211, 212, 213]",[],
i will look for you,0:04:28,A,/h/home_office,/h/home_office,text,All,/h/home_office/ADE_train_00009366.jpg,/h/home_office/ADE_train_00009351.jpg,578.0,"[201, 202, 203, 204]","['Move', 'Move', 'Move', 'Initiate']",[204],,"['low', 'low', 'low']",
lamp on the right corner of the desk,0:04:36,B,/h/home_office,/h/home_office,text,All,/h/home_office/ADE_train_00009408.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,"[204, 205]","['Use', 'Initiate']",[205],,['medium'],
picture on wall on the right,0:04:44,B,/c/closet,/h/home_office,text,All,/c/closet/ADE_train_00005755.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[206],['Initiate'],[206],,[],
white vase on the bookshelve,0:04:57,B,/b/bedroom,/h/home_office,text,All,/b/bedroom/ADE_train_00003658.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[207],['Initiate'],[207],,[],
tiled floor,0:05:06,B,/b/bedroom,/h/home_office,text,All,/b/bedroom/ADE_train_00003420.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[208],['Initiate'],[208],,[],
beige walls,0:05:23,B,/h/home_office,/h/home_office,text,All,/h/home_office/ADE_train_00009372.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[209],['Initiate'],[209],,[],
plant on bottom of bookshelve,0:05:37,B,/h/home_office,/h/home_office,text,All,/h/home_office/ADE_train_00009366.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[210],['Initiate'],[210],,[],
plant on left side of desk,0:05:49,B,/s/street,/h/home_office,text,All,/s/street/ADE_train_00018860.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[211],['Initiate'],[211],,[],
laptop on desk,0:06:01,B,/b/bedroom,/h/home_office,text,All,/b/bedroom/ADE_train_00003420.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[212],['Initiate'],[212],,[],
you still looking,0:06:05,B,/h/home_office,/h/home_office,text,All,/h/home_office/ADE_train_00009372.jpg,/h/home_office/ADE_train_00009351.jpg,579.0,[213],['Initiate'],[213],,[],
yeah,0:06:10,A,/s/street,/h/home_office,text,All,/s/street/ADE_train_00018314.jpg,/h/home_office/ADE_train_00009351.jpg,578.0,"[205, 206, 207, 208, 209, 210, 211, 212, 213]","['Move', 'Move', 'Move', 'Move', 'Move', 'Move', 'Move', 'Move', 'Use']",,,"['low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'medium']",
Okay I am moving now.,0:06:10,A,/s/street,/h/home_office,text,All,/s/street/ADE_train_00018314.jpg,/h/home_office/ADE_train_00009351.jpg,578.0,"[205, 206, 207, 208, 209, 210, 211, 212, 213]","['Move', 'Move', 'Move', 'Move', 'Move', 'Move', 'Move', 'Move', 'Use']",,,"['low', 'low', 'low', 'low', 'low', 'low', 'low', 'low', 'medium']",
in a dining room,0:06:10,B,/b/bathroom,/d/dining_room,text,All,/b/bathroom/ADE_train_00000070.jpg,/d/dining_room/ADE_train_00006905.jpg,510.0,[301],['Initiate'],[301],[301],[],
glass table,0:06:15,B,/h/hotel_room,/d/dining_room,text,All,/h/hotel_room/ADE_train_00009578.jpg,/d/dining_room/ADE_train_00006905.jpg,510.0,[302],['Initiate'],[302],"[302, 303, 304]",[],
rod iron chairs,0:06:25,B,/d/dining_room,/d/dining_room,text,All,/d/dining_room/ADE_train_00006905.jpg,/d/dining_room/ADE_train_00006905.jpg,510.0,[303],['Initiate'],[303],[305],[],
white fabric,0:06:27,B,/d/dining_room,/d/dining_room,text,All,/d/dining_room/ADE_train_00006905.jpg,/d/dining_room/ADE_train_00006905.jpg,510.0,[304],['Initiate'],[304],"[307, 309]",[],
I'm there too,0:06:28,A,/d/dining_room,/d/dining_room,text,All,/d/dining_room/ADE_train_00006905.jpg,/d/dining_room/ADE_train_00006905.jpg,512.0,"[301, 305]","['Use', 'Initiate']",[305],,['medium'],
same one,0:06:32,A,/d/dining_room,/d/dining_room,text,All,/d/dining_room/ADE_train_00006905.jpg,/d/dining_room/ADE_train_00006905.jpg,512.0,"[302, 303, 304, 306]","['Use', 'Use', 'Use', 'Initiate']",[306],,"['medium', 'medium', 'medium']",
white walls,0:06:34,B,/d/dining_room,/d/dining_room,text,All,/d/dining_room/ADE_train_00006905.jpg,/d/dining_room/ADE_train_00006905.jpg,510.0,"[305, 307]","['Use', 'Initiate']",[307],,['medium'],
plant on right,0:06:43,B,/d/dining_room,/d/dining_room,text,All,/d/dining_room/ADE_train_00006905.jpg,/d/dining_room/ADE_train_00006905.jpg,510.0,[309],['Initiate'],[309],,[],
yes,0:06:50,A,/d/dining_room,/d/dining_room,text,All,/d/dining_room/ADE_train_00006905.jpg,/d/dining_room/ADE_train_00006905.jpg,512.0,"[307, 309]","['Use', 'Use']",,,"['medium', 'medium']",
Was the painting in the wall of my waiting room long or small?,0:06:54,B,,,Question,,,,,,,,,,
It was a long painting,0:06:58,A,,,Answer,,,,,,,,,,
long,,,,,,,,,,,,,,,answer_line
